City,Neighborhood,Latitude/Longitude,Latitude,Longitude
Raleigh,Bentley Woods,"[35.872203, -78.54779347026698]",35.872203,-78.54779347026698
Raleigh,Berkely Square Townhomes,"[nan, nan]",,
Raleigh,Berkshire,"[35.94127695, -78.56978393911132]",35.94127695,-78.56978393911132
Raleigh,Berkshire Downs,"[35.879085599999996, -78.5557647802321]",35.879085599999996,-78.5557647802321
Raleigh,Berkshire Village at Wakefield,"[nan, nan]",,
Raleigh,Bethel Park,"[nan, nan]",,
Raleigh,Biltmore Hills,"[35.7508551, -78.62331818660098]",35.7508551,-78.62331818660098
Raleigh,Biltomore Heights Townhomes,"[nan, nan]",,
Raleigh,Birchfalls,"[35.957057750000004, -78.62579015711056]",35.957057750000004,-78.62579015711056
Raleigh,Birchwood Hills,"[35.84169275, -78.66837077466776]",35.84169275,-78.66837077466776
Raleigh,Bison Court Townhomes,"[nan, nan]",,
Raleigh,Black Horse Run,"[35.95258145, -78.705913544667]",35.95258145,-78.705913544667
Raleigh,Blaire Woods,"[35.74288345, -78.48043833061945]",35.74288345,-78.48043833061945
Raleigh,Blanthem,"[nan, nan]",,
Raleigh,Bleeker Court,"[35.788516, -78.710801]",35.788516,-78.710801
Raleigh,Blenheim Place,"[35.8280744, -78.67202592072579]",35.8280744,-78.67202592072579
Raleigh,Bloomsbury Historic District,"[nan, nan]",,
Raleigh,Blount Street,"[nan, nan]",,
Raleigh,Blue Moon Ridge,"[35.79805975, -78.67466496169715]",35.79805975,-78.67466496169715
Raleigh,Blueberry Forest,"[35.828675000000004, -78.69975512341605]",35.828675000000004,-78.69975512341605
Raleigh,Bluffridge at Greystone,"[35.8867199, -78.67030594999585]",35.8867199,-78.67030594999585
Raleigh,Bluffs East,"[nan, nan]",,
Raleigh,Bluffs at Harrington Grove,"[35.928764, -78.75127903505938]",35.928764,-78.75127903505938
Raleigh,Bolton,"[35.768614, -78.596103]",35.768614,-78.596103
Raleigh,Bostian,"[35.81566585, -78.67802838678807]",35.81566585,-78.67802838678807
Raleigh,Boulder Creek,"[35.94656585, -78.72350702956282]",35.94656585,-78.72350702956282
Raleigh,Boulder Lake,"[nan, nan]",,
Raleigh,Boulevard Park,"[35.78558015, -78.6955788214554]",35.78558015,-78.6955788214554
Raleigh,Bournemouth Heights,"[35.90171085, -78.64005288118722]",35.90171085,-78.64005288118722
Raleigh,Boylan Heights,"[35.774159350000005, -78.65210231766176]",35.774159350000005,-78.65210231766176
Raleigh,Bradford Place,"[35.692720449999996, -78.73009735546913]",35.692720449999996,-78.73009735546913
Raleigh,Braefield,"[35.88922395, -78.50581802578404]",35.88922395,-78.50581802578404
Raleigh,Braeloch,"[nan, nan]",,
Raleigh,Branchwood Manor,"[35.58716805, -78.63566746107438]",35.58716805,-78.63566746107438
Raleigh,Brandermill,"[35.864047799999994, -78.66822839713703]",35.864047799999994,-78.66822839713703
Raleigh,Brandon Station,"[35.8989501, -78.68781359251722]",35.8989501,-78.68781359251722
Raleigh,Brandywine,"[35.953102, -78.62754]",35.953102,-78.62754
Raleigh,Brandywine,"[35.953102, -78.62754]",35.953102,-78.62754
Raleigh,Brandywood,"[35.74437475, -78.54036486215499]",35.74437475,-78.54036486215499
Raleigh,Brass Lantern,"[35.71233615, -78.7073045733519]",35.71233615,-78.7073045733519
Raleigh,Brassfield,"[35.94023045, -78.64803768354571]",35.94023045,-78.64803768354571
Raleigh,Brassfield Pond,"[35.9373126, -78.62162405371261]",35.9373126,-78.62162405371261
Raleigh,Breckenridge,"[35.5781676, -78.5922791]",35.5781676,-78.5922791
Raleigh,Breeland Park,"[35.9056916, -78.7076009226753]",35.9056916,-78.7076009226753
Raleigh,Breezy Heights,"[nan, nan]",,
Raleigh,Brentwood,"[35.823219050000006, -78.60063117778759]",35.823219050000006,-78.60063117778759
Raleigh,Briarcliff,"[35.8457896, -78.64849111057214]",35.8457896,-78.64849111057214
Raleigh,Briarwood North,"[35.85421675, -78.6579039580736]",35.85421675,-78.6579039580736
Raleigh,Bridgepoint,"[35.923981, -78.66363360362338]",35.923981,-78.66363360362338
Raleigh,Bridgeton Park,"[35.8238489, -78.71669030307226]",35.8238489,-78.71669030307226
Raleigh,Bridgewater,"[35.90623495, -78.70647081025103]",35.90623495,-78.70647081025103
Raleigh,Brier Creek Country Club,"[35.9125252, -78.79597802659919]",35.9125252,-78.79597802659919
Raleigh,Brier Stream Run,"[nan, nan]",,
Raleigh,Brighton Knoll,"[35.8894632, -78.51458072565521]",35.8894632,-78.51458072565521
Raleigh,Brightwater,"[35.9468521, -78.61210960487293]",35.9468521,-78.61210960487293
Raleigh,Bristol,"[35.61226685, -78.64242577041676]",35.61226685,-78.64242577041676
Raleigh,Bristol,"[35.61226685, -78.64242577041676]",35.61226685,-78.64242577041676
Raleigh,Britt Estates,"[35.6338666, -78.627385570738]",35.6338666,-78.627385570738
Raleigh,Brittany Estates,"[nan, nan]",,
Raleigh,Brittany Hills,"[nan, nan]",,
Raleigh,Brittany Woods,"[nan, nan]",,
Raleigh,Broad Creek Landing,"[nan, nan]",,
Raleigh,Broad Oaks Townhomes,"[nan, nan]",,
Raleigh,Broadhurst,"[35.62265395, -78.67052373926883]",35.62265395,-78.67052373926883
Raleigh,Broadlands,"[35.8166128, -78.58398113105142]",35.8166128,-78.58398113105142
Raleigh,Brook Forest,"[35.7803977, -78.6390989]",35.7803977,-78.6390989
Raleigh,Brook Forest Townhomes,"[35.8479058, -78.60850968075806]",35.8479058,-78.60850968075806
Raleigh,Brookdale,"[35.8744072, -78.6835792]",35.8744072,-78.6835792
Raleigh,Brookdale,"[35.8744072, -78.6835792]",35.8744072,-78.6835792
Raleigh,Brookhaven,"[35.8584463, -78.69106025108678]",35.8584463,-78.69106025108678
Raleigh,Brooklyn,"[35.7894949, -78.64934658206332]",35.7894949,-78.64934658206332
Raleigh,Brooklyn Hill,"[35.7894949, -78.64934658206332]",35.7894949,-78.64934658206332
Raleigh,Brookshire,"[35.85188105, -78.62228476165676]",35.85188105,-78.62228476165676
Raleigh,Brookside Dr,"[35.7999288, -78.6252805]",35.7999288,-78.6252805
Raleigh,Brookside Village,"[nan, nan]",,
Raleigh,Brookstone,"[35.839042899999995, -78.56684854678447]",35.839042899999995,-78.56684854678447
Raleigh,Brookstone,"[35.839042899999995, -78.56684854678447]",35.839042899999995,-78.56684854678447
Raleigh,Brookview,"[35.792124599999994, -78.62801421608941]",35.792124599999994,-78.62801421608941
Raleigh,Brookwood,"[35.8231935, -78.57411139828224]",35.8231935,-78.57411139828224
Raleigh,Brookwood,"[35.8231935, -78.57411139828224]",35.8231935,-78.57411139828224
Raleigh,Brown Place,"[35.8380617, -78.57542480457803]",35.8380617,-78.57542480457803
Raleigh,Bryan Woods,"[nan, nan]",,
Raleigh,Bryarton,"[35.750143449999996, -78.73129061416603]",35.750143449999996,-78.73129061416603
Raleigh,Bryn Mawr,"[35.7700965, -78.70203344347189]",35.7700965,-78.70203344347189
Raleigh,Brynnan Place,"[nan, nan]",,
Raleigh,Buckhorn Place,"[nan, nan]",,
Raleigh,Budleigh,"[35.8146349, -78.67098064171805]",35.8146349,-78.67098064171805
Raleigh,Byrum Woods,"[35.9349353, -78.68693976979448]",35.9349353,-78.68693976979448
Raleigh,Calender,"[35.84338005, -78.57338982960627]",35.84338005,-78.57338982960627
Raleigh,Calloway on The Green,"[35.96270655, -78.55407485757841]",35.96270655,-78.55407485757841
Cary,Adams Park,"[nan, nan]",,
Cary,Allenbrook,"[35.7757583, -78.77138025102398]",35.7757583,-78.77138025102398
Cary,Ambience Place,"[35.739008150000004, -78.77388513852392]",35.739008150000004,-78.77388513852392
Cary,Andover,"[35.7754209, -78.81731589638227]",35.7754209,-78.81731589638227
Cary,Applecross Townhomes,"[35.757609450000004, -78.8141309642337]",35.757609450000004,-78.8141309642337
Cary,Appleton Acres,"[35.81217565, -78.79635625139164]",35.81217565,-78.79635625139164
Cary,Ardmore at Reedy Creek,"[35.800820599999994, -78.76556071892925]",35.800820599999994,-78.76556071892925
Cary,Arlington Park at Amberly,"[35.8246178, -78.90677008119303]",35.8246178,-78.90677008119303
Cary,Ashcroft,"[35.7883046, -78.7811964]",35.7883046,-78.7811964
Cary,Ashley Meadows,"[nan, nan]",,
Cary,Ashley Woods,"[35.7841354, -78.87577580431412]",35.7841354,-78.87577580431412
Cary,Bali,"[48.8293049, 2.3905203]",48.8293049,2.3905203
Cary,Balmoral,"[35.766613, -78.8057726]",35.766613,-78.8057726
Cary,Barrington Park,"[nan, nan]",,
Cary,Battery at High House,"[35.78222795, -78.81479526715503]",35.78222795,-78.81479526715503
Cary,Baybrook,"[35.72643825, -78.75640053098367]",35.72643825,-78.75640053098367
Cary,Beacon Cove,"[nan, nan]",,
Cary,Beaver Pond,"[35.7608539, -78.75811617082479]",35.7608539,-78.75811617082479
Cary,Beechtree,"[35.8224849, -78.77636393566812]",35.8224849,-78.77636393566812
Cary,Benedum Place,"[35.7552912, -78.7573285]",35.7552912,-78.7573285
Cary,Bent Creek,"[nan, nan]",,
Cary,Berkeley,"[35.790928, -78.86308547990757]",35.790928,-78.86308547990757
Cary,Bexley at Weston,"[35.8254164, -78.79157774344974]",35.8254164,-78.79157774344974
Cary,Bishop's Gate,"[nan, nan]",,
Cary,Blackstone at Amberly,"[35.8212465, -78.90892546788086]",35.8212465,-78.90892546788086
Cary,Bloomsbury at Cary Park,"[nan, nan]",,
Cary,Bond Pointe,"[35.77937175, -78.83136583889281]",35.77937175,-78.83136583889281
Cary,Bonnell Patio Homes,"[35.7570662, -78.79406980247728]",35.7570662,-78.79406980247728
Cary,Boxwood,"[35.72412395, -78.758466768608]",35.72412395,-78.758466768608
Cary,Briarcliff,"[35.7685556, -78.79047594611015]",35.7685556,-78.79047594611015
Cary,Brighton Woods,"[35.771539250000004, -78.81116203333701]",35.771539250000004,-78.81116203333701
Cary,Brookgreen,"[35.7659216, -78.8230497072423]",35.7659216,-78.8230497072423
Cary,Brookline Village,"[nan, nan]",,
Cary,Brookridge Estates,"[35.718129649999995, -78.76952306104464]",35.718129649999995,-78.76952306104464
Cary,Brookstone,"[35.773959899999994, -78.8661179130536]",35.773959899999994,-78.8661179130536
Cary,Brownfield Patio Homes,"[nan, nan]",,
Cary,Buckherst West,"[nan, nan]",,
Cary,Buckhurst,"[35.796596, -78.78604012221857]",35.796596,-78.78604012221857
Cary,Bud El Acres,"[nan, nan]",,
Cary,Buddys Ponderosa,"[nan, nan]",,
Cary,Callan Park at Waldo,"[nan, nan]",,
Cary,Cambridge,"[35.7181875, -78.80812370938992]",35.7181875,-78.80812370938992
Cary,Cambridge,"[35.7181875, -78.80812370938992]",35.7181875,-78.80812370938992
Cary,Cambridge,"[35.7181875, -78.80812370938992]",35.7181875,-78.80812370938992
Cary,Camden Forest,"[35.73535485, -78.75028120844787]",35.73535485,-78.75028120844787
Cary,Camden Park Townhomes,"[35.82496745, -78.89917009441243]",35.82496745,-78.89917009441243
Cary,Cameron Pond,"[35.8251848, -78.89093064981228]",35.8251848,-78.89093064981228
Cary,Candle Wood,"[35.7855282, -78.83240672348774]",35.7855282,-78.83240672348774
Cary,Canterbury,"[35.778661299999996, -78.84138024745332]",35.778661299999996,-78.84138024745332
Cary,Canterbury,"[35.778661299999996, -78.84138024745332]",35.778661299999996,-78.84138024745332
Cary,Carolina Preserve at Amberly,"[nan, nan]",,
Cary,Carpenter Village,"[35.81953175, -78.85791387920123]",35.81953175,-78.85791387920123
Cary,Carr Hills,"[35.783000099999995, -78.79176572819475]",35.783000099999995,-78.79176572819475
Cary,Carramore,"[35.79945925, -78.85345757279097]",35.79945925,-78.85345757279097
Cary,Carrington Estates,"[nan, nan]",,
Cary,Carrousel Park,"[nan, nan]",,
Cary,Cary Park,"[35.8246306, -78.89595700971655]",35.8246306,-78.89595700971655
Cary,Cary Pines,"[35.80499575, -78.79175954883411]",35.80499575,-78.79175954883411
Cary,Carystone Park Townhomes,"[nan, nan]",,
Cary,Castlebrook,"[35.7756671, -78.81216817457094]",35.7756671,-78.81216817457094
Cary,Catherwood Place,"[35.7546729, -78.7559919535552]",35.7546729,-78.7559919535552
Cary,Cedar Creek,"[36.088753, -78.485502]",36.088753,-78.485502
Cary,Center Court Cluster Homes,"[35.7601611, -78.7954176]",35.7601611,-78.7954176
Cary,Charleston Woods,"[35.776367449999995, -78.83220410687204]",35.776367449999995,-78.83220410687204
Cary,Chatham Woods,"[35.845361, -79.048744]",35.845361,-79.048744
Cary,Chesney Glen,"[35.7783626, -78.87444769306973]",35.7783626,-78.87444769306973
Cary,Cheverly,"[35.7618071, -78.80329985776535]",35.7618071,-78.80329985776535
Cary,Chimney Rise Townhomes,"[35.762832849999995, -78.80108597141383]",35.762832849999995,-78.80108597141383
Cary,Churchill Downs,"[35.753458050000006, -78.78462451644722]",35.753458050000006,-78.78462451644722
Cary,Claridge Place,"[35.7747143, -78.78506910279508]",35.7747143,-78.78506910279508
Cary,Clubhomes,"[nan, nan]",,
Cary,Coles Creek at Weatherstone,"[35.7900437, -78.80795209541839]",35.7900437,-78.80795209541839
Cary,Colonial Townes,"[35.7564149, -78.8119151]",35.7564149,-78.8119151
Cary,Concannon Townhomes,"[35.75815585, -78.78897830232741]",35.75815585,-78.78897830232741
Cary,Cornwall Village,"[35.77449235, -78.78430146468884]",35.77449235,-78.78430146468884
Cary,Coronado Village,"[35.78018325, -78.77236236137784]",35.78018325,-78.77236236137784
Cary,Cotswold,"[35.6933958, -78.7929877677952]",35.6933958,-78.7929877677952
Cary,Courtney Pines,"[35.7696106, -78.79389398952193]",35.7696106,-78.79389398952193
Cary,Courtyards of Preston,"[35.8081285, -78.84691013107793]",35.8081285,-78.84691013107793
